DATA,CORINTHIANS,PLACARCOR,PLACARADV,ADVERSÁRIO
02-11-94,CORINTHIANS,0,0,PARANÁ
04-11-94,CORINTHIANS,3,2,VITÓRIA
06-11-94,CORINTHIANS,0,2,BOTAFOGO
09-11-94,CORINTHIANS,2,2,BAHIA
11-11-94,CORINTHIANS,1,1,VITÓRIA
13-11-94,CORINTHIANS,1,4,PALMEIRAS
16-11-94,CORINTHIANS,2,1,SANTOS
18-11-94,CORINTHIANS,5,2,MINERVÉN
20-11-94,CORINTHIANS,0,3,SPORT
23-11-94,CORINTHIANS,1,2,SÃO PAULO
25-11-94,CORINTHIANS,6,0,MINERVÉN
27-11-94,CORINTHIANS,0,2,FLAMENGO
30-11-94,CORINTHIANS,1,1,BRAGANTINO
02-12-94,CORINTHIANS,3,4,SÃO PAULO
04-12-94,CORINTHIANS,0,0,BRAGANTINO
07-12-94,CORINTHIANS,2,3,ATLÉTICO MINEIRO
09-12-94,CORINTHIANS,3,2,SÃO PAULO
11-12-94,CORINTHIANS,1,0,ATLÉTICO MINEIRO
15-12-94,CORINTHIANS,1,3,PALMEIRAS
18-12-94,CORINTHIANS,1,1,PALMEIRAS
28-01-95,CORINTHIANS,1,2,XV DE PIRACICABA
08-02-95,CORINTHIANS,1,1,FERROVIÁRIA (ARARAQUARA)
12-02-95,CORINTHIANS,5,0,ARAÇATUBA
18-02-95,CORINTHIANS,1,0,GUARANI
23-02-95,CORINTHIANS,5,0,PONTE PRETA
03-03-95,CORINTHIANS,1,1,OPERÁRIO
05-03-95,CORINTHIANS,0,0,PORTUGUESA
08-03-95,CORINTHIANS,2,2,UNIÃO SÃO JOÃO
11-03-95,CORINTHIANS,1,1,NOVORIZONTINO (GEN)
15-03-95,CORINTHIANS,0,0,SANTOS
19-03-95,CORINTHIANS,2,1,SÃO PAULO
22-03-95,CORINTHIANS,3,0,AMÉRICA (RIO PRETO)
25-03-95,CORINTHIANS,2,2,BRAGANTINO
28-03-95,CORINTHIANS,4,0,OPERÁRIO
02-04-95,CORINTHIANS,2,1,PALMEIRAS
05-04-95,CORINTHIANS,0,1,JUVENTUS
08-04-95,CORINTHIANS,2,2,RIO BRANCO
11-04-95,CORINTHIANS,3,0,RIO BRANCO
15-04-95,CORINTHIANS,1,0,PONTE PRETA
19-04-95,CORINTHIANS,3,0,FERROVIÁRIA (ARARAQUARA)
22-04-95,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
25-04-95,CORINTHIANS,2,0,RIO BRANCO
27-04-95,CORINTHIANS,1,1,JUVENTUS
30-04-95,CORINTHIANS,1,3,SANTOS
03-05-95,CORINTHIANS,0,0,PARANÁ
07-05-95,CORINTHIANS,2,2,SÃO PAULO
11-05-95,CORINTHIANS,0,0,XV DE PIRACICABA
13-05-95,CORINTHIANS,1,0,BRAGANTINO
16-05-95,CORINTHIANS,2,1,PARANÁ
18-05-95,CORINTHIANS,0,3,NOVORIZONTINO (GEN)
21-05-95,CORINTHIANS,1,3,PALMEIRAS
24-05-95,CORINTHIANS,1,0,VASCO DA GAMA
26-05-95,CORINTHIANS,2,1,ARAÇATUBA
28-05-95,CORINTHIANS,0,0,PORTUGUESA
31-05-95,CORINTHIANS,5,0,VASCO DA GAMA
03-06-95,CORINTHIANS,0,1,RIO BRANCO
07-06-95,CORINTHIANS,2,3,GUARANI
10-06-95,CORINTHIANS,0,1,UNIÃO SÃO JOÃO
14-06-95,CORINTHIANS,2,1,GRÊMIO
18-06-95,CORINTHIANS,3,1,UNIÃO SÃO JOÃO
21-06-95,CORINTHIANS,1,0,GRÊMIO
25-06-95,CORINTHIANS,2,2,SANTOS
01-07-95,CORINTHIANS,1,0,PORTUGUESA
09-07-95,CORINTHIANS,2,0,UNIÃO SÃO JOÃO
15-07-95,CORINTHIANS,1,0,PORTUGUESA
23-07-95,CORINTHIANS,4,2,SANTOS
30-07-95,CORINTHIANS,1,1,PALMEIRAS
06-08-95,CORINTHIANS,2,1,PALMEIRAS
11-08-95,CORINTHIANS,2,3,FLUMINENSE
15-08-95,CORINTHIANS,2,2,SÃO PAULO
24-08-95,CORINTHIANS,1,2,GUARANI
27-08-95,CORINTHIANS,0,2,CRUZEIRO
30-08-95,CORINTHIANS,1,1,PARANÁ
02-09-95,CORINTHIANS,1,2,BOTAFOGO
06-09-95,CORINTHIANS,1,2,BRAGANTINO
09-09-95,CORINTHIANS,2,1,FLAMENGO
17-09-95,CORINTHIANS,0,2,PALMEIRAS
20-09-95,CORINTHIANS,3,0,VITÓRIA
24-09-95,CORINTHIANS,3,3,PAYSANDU
30-09-95,CORINTHIANS,0,1,JUVENTUDE
07-10-95,CORINTHIANS,1,2,GRÊMIO
12-10-95,CORINTHIANS,1,0,PORTUGUESA
15-10-95,CORINTHIANS,3,1,ATLÉTICO MINEIRO
18-10-95,CORINTHIANS,1,1,CEARÁ
21-10-95,CORINTHIANS,1,1,CRICIÚMA
29-10-95,CORINTHIANS,1,0,SÃO PAULO
31-10-95,CORINTHIANS,2,2,CEARÁ
04-11-95,CORINTHIANS,1,2,GOIÁS
07-11-95,CORINTHIANS,3,2,SPORT
11-11-95,CORINTHIANS,2,1,INTERNACIONAL
15-11-95,CORINTHIANS,2,1,AMÉRICA
19-11-95,CORINTHIANS,0,3,SANTOS
22-11-95,CORINTHIANS,1,3,AMÉRICA
24-11-95,CORINTHIANS,2,1,UNIÃO SÃO JOÃO
26-11-95,CORINTHIANS,1,1,FLUMINENSE
29-11-95,CORINTHIANS,1,2,BAHIA
02-12-95,CORINTHIANS,3,1,VASCO DA GAMA
21-01-96,CORINTHIANS,0,0,MARINGÁ (FC)
23-01-96,CORINTHIANS,1,1,CRUZEIRO
24-01-96,CORINTHIANS,1,3,SANTOS
25-01-96,CORINTHIANS,2,1,CORITIBA
27-01-96,CORINTHIANS,2,2,BOTAFOGO (RIBEIRÃO PRETO)
31-01-96,CORINTHIANS,4,0,ARAÇATUBA
03-02-96,CORINTHIANS,3,0,RIO BRANCO
07-02-96,CORINTHIANS,2,0,XV DE JAÚ
11-02-96,CORINTHIANS,2,2,SANTOS
13-02-96,CORINTHIANS,2,1,SEL. VALE DO PARAÍBA
15-02-96,CORINTHIANS,3,0,GUARANI
24-02-96,CORINTHIANS,3,3,AMÉRICA (RIO PRETO)
26-02-96,CORINTHIANS,4,0,ABC
03-03-96,CORINTHIANS,1,3,PALMEIRAS
06-03-96,CORINTHIANS,4,0,NOVORIZONTINO (GEN)
10-03-96,CORINTHIANS,5,0,SÃO PAULO
13-03-96,CORINTHIANS,3,0,BOTAFOGO
15-03-96,CORINTHIANS,1,3,PORTUGUESA
17-03-96,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
19-03-96,CORINTHIANS,3,2,UNIVERSIDAD CATÓLICA
22-03-96,CORINTHIANS,0,1,UNIVERSIDAD DE CHILE
24-03-96,CORINTHIANS,3,1,JUVENTUS
27-03-96,CORINTHIANS,0,1,MOGI MIRIM
29-03-96,CORINTHIANS,3,1,UNIVERSIDAD CATÓLICA
31-03-96,CORINTHIANS,2,2,UNIÃO SÃO JOÃO
03-04-96,CORINTHIANS,1,1,BOTAFOGO
05-04-96,CORINTHIANS,0,0,REMO
07-04-96,CORINTHIANS,1,0,BOTAFOGO (RIBEIRÃO PRETO)
09-04-96,CORINTHIANS,1,1,REMO
11-04-96,CORINTHIANS,0,1,ARAÇATUBA
14-04-96,CORINTHIANS,4,1,RIO BRANCO
16-04-96,CORINTHIANS,3,1,UNIVERSIDAD DE CHILE
18-04-96,CORINTHIANS,2,1,XV DE JAÚ
21-04-96,CORINTHIANS,2,3,SANTOS
24-04-96,CORINTHIANS,0,4,CRUZEIRO
27-04-96,CORINTHIANS,0,1,GUARANI
01-05-96,CORINTHIANS,3,1,ESPOLI
05-05-96,CORINTHIANS,2,2,PALMEIRAS
08-05-96,CORINTHIANS,2,0,ESPOLI
10-05-96,CORINTHIANS,3,2,CRUZEIRO
12-05-96,CORINTHIANS,0,0,SÃO PAULO
15-05-96,CORINTHIANS,0,3,GRÊMIO
18-05-96,CORINTHIANS,2,2,FERROVIÁRIA (ARARAQUARA)
21-05-96,CORINTHIANS,3,0,AMÉRICA (RIO PRETO)
24-05-96,CORINTHIANS,1,0,GRÊMIO
26-05-96,CORINTHIANS,0,0,MOGI MIRIM
30-05-96,CORINTHIANS,1,1,PORTUGUESA
01-06-96,CORINTHIANS,1,1,JUVENTUS
04-06-96,CORINTHIANS,2,1,NOVORIZONTINO (GEN)
06-06-96,CORINTHIANS,1,0,UNIÃO SÃO JOÃO
30-06-96,CORINTHIANS,2,1,ATLÉTICO PARANAVAÍ
03-07-96,CORINTHIANS,2,2,FLAMENGO
18-07-96,CORINTHIANS,1,0,LION
28-07-96,CORINTHIANS,4,0,OPERÁRIO
04-08-96,CORINTHIANS,3,0,SELEÇÃO SERRA NEGRA
11-08-96,CORINTHIANS,0,1,ATLÉTICO MINEIRO
15-08-96,CORINTHIANS,0,0,CRICIÚMA
18-08-96,CORINTHIANS,0,2,PORTUGUESA
20-08-96,CORINTHIANS,1,0,GUARANI
23-08-96,CORINTHIANS,2,0,CÁDIZ
24-08-96,CORINTHIANS,2,0,REAL BETIS
27-08-96,CORINTHIANS,1,0,ATLÉTICO PARANAENSE
29-08-96,CORINTHIANS,2,2,GRÊMIO
31-08-96,CORINTHIANS,1,0,PARANÁ
05-09-96,CORINTHIANS,2,1,CRUZEIRO
08-09-96,CORINTHIANS,1,1,FLAMENGO
14-09-96,CORINTHIANS,3,2,BRAGANTINO
22-09-96,CORINTHIANS,0,1,BOTAFOGO
29-09-96,CORINTHIANS,0,0,VASCO DA GAMA
10-10-96,CORINTHIANS,0,2,VITÓRIA
13-10-96,CORINTHIANS,3,1,FLUMINENSE
20-10-96,CORINTHIANS,0,0,SÃO PAULO
23-10-96,CORINTHIANS,2,2,PALMEIRAS
27-10-96,CORINTHIANS,0,0,SANTOS
02-11-96,CORINTHIANS,2,0,JUVENTUDE
10-11-96,CORINTHIANS,0,0,SPORT
13-11-96,CORINTHIANS,0,0,BAHIA
16-11-96,CORINTHIANS,1,1,GOIÁS
20-11-96,CORINTHIANS,0,2,INTERNACIONAL
24-11-96,CORINTHIANS,1,1,CORITIBA
21-01-97,CORINTHIANS,0,3,FLAMENGO
25-01-97,CORINTHIANS,2,0,FLAMENGO
09-02-97,CORINTHIANS,2,0,INTERNACIONAL LIMEIRA
15-02-97,CORINTHIANS,2,2,MOGI MIRIM
18-02-97,CORINTHIANS,3,0,MIXTO
20-02-97,CORINTHIANS,1,0,ARAÇATUBA
23-02-97,CORINTHIANS,2,2,SÃO PAULO
26-02-97,CORINTHIANS,2,1,PORTUGUESA SANTISTA
01-03-97,CORINTHIANS,1,0,UNIÃO SÃO JOÃO
04-03-97,CORINTHIANS,1,3,VITÓRIA
06-03-97,CORINTHIANS,0,1,RIO BRANCO
09-03-97,CORINTHIANS,2,2,PALMEIRAS
13-03-97,CORINTHIANS,2,0,JUVENTUDE
16-03-97,CORINTHIANS,6,2,SÃO JOSÉ (SJ EC)
18-03-97,CORINTHIANS,1,3,PORTUGUESA
20-03-97,CORINTHIANS,0,2,JUVENTUDE
23-03-97,CORINTHIANS,8,2,GUARANI
27-03-97,CORINTHIANS,1,0,ATLÉTICO MINEIRO
29-03-97,CORINTHIANS,2,0,BOTAFOGO (RIBEIRÃO PRETO)
03-04-97,CORINTHIANS,1,1,ATLÉTICO MINEIRO
06-04-97,CORINTHIANS,3,1,SANTOS
09-04-97,CORINTHIANS,2,2,JUVENTUS
13-04-97,CORINTHIANS,5,0,AMÉRICA (RIO PRETO)
15-04-97,CORINTHIANS,1,2,ATLÉTICO PARANAENSE
19-04-97,CORINTHIANS,5,2,PALMEIRAS
22-04-97,CORINTHIANS,6,2,ATLÉTICO PARANAENSE
24-04-97,CORINTHIANS,0,2,SÃO JOSÉ (SJ EC)
27-04-97,CORINTHIANS,1,1,PORTUGUESA
01-05-97,CORINTHIANS,1,0,GUARANI
04-05-97,CORINTHIANS,1,0,BOTAFOGO (RIBEIRÃO PRETO)
08-05-97,CORINTHIANS,1,2,GRÊMIO
10-05-97,CORINTHIANS,0,2,SANTOS
13-05-97,CORINTHIANS,1,0,JUVENTUS
15-05-97,CORINTHIANS,1,1,GRÊMIO
17-05-97,CORINTHIANS,3,3,AMÉRICA (RIO PRETO)
24-05-97,CORINTHIANS,4,3,SANTOS
01-06-97,CORINTHIANS,2,0,PALMEIRAS
05-06-97,CORINTHIANS,1,1,SÃO PAULO
02-07-97,CORINTHIANS,0,0,TAUBATÉ
06-07-97,CORINTHIANS,1,3,INTERNACIONAL
09-07-97,CORINTHIANS,1,1,CRICIÚMA
13-07-97,CORINTHIANS,1,0,JUVENTUDE
16-07-97,CORINTHIANS,2,1,VASCO DA GAMA
19-07-97,CORINTHIANS,2,2,GUARANI
22-07-97,CORINTHIANS,5,2,LONDRINA (EC)
27-07-97,CORINTHIANS,1,0,UNIÃO SÃO JOÃO
30-07-97,CORINTHIANS,0,0,ATLÉTICO MINEIRO
01-08-97,CORINTHIANS,1,1,AMÉRICA
04-08-97,CORINTHIANS,0,0,MILAN
06-08-97,CORINTHIANS,2,4,ATLÉTICO MINEIRO
16-08-97,CORINTHIANS,0,2,CORITIBA
19-08-97,CORINTHIANS,1,2,ATLÉTICO PARANAENSE
21-08-97,CORINTHIANS,0,1,ATLÉTICO MADRID
22-08-97,CORINTHIANS,3,0,CÁDIZ
31-08-97,CORINTHIANS,0,1,SÃO PAULO
06-09-97,CORINTHIANS,2,1,BAHIA
11-09-97,CORINTHIANS,3,1,VITÓRIA
14-09-97,CORINTHIANS,1,2,PORTUGUESA
20-09-97,CORINTHIANS,0,2,GRÊMIO
24-09-97,CORINTHIANS,0,1,BOTAFOGO
28-09-97,CORINTHIANS,2,2,PALMEIRAS
01-10-97,CORINTHIANS,2,0,BRAGANTINO
04-10-97,CORINTHIANS,1,1,AMÉRICA
11-10-97,CORINTHIANS,0,1,PARANÁ
14-10-97,CORINTHIANS,0,1,SANTOS
18-10-97,CORINTHIANS,0,1,CRUZEIRO
22-10-97,CORINTHIANS,0,1,FLUMINENSE
01-11-97,CORINTHIANS,0,1,SPORT
05-11-97,CORINTHIANS,1,0,FLAMENGO
08-11-97,CORINTHIANS,2,0,GOIÁS
22-11-97,CORINTHIANS,0,3,BOTAFOGO
27-11-97,CORINTHIANS,0,0,PARANÁ
04-12-97,CORINTHIANS,2,1,OPERÁRIO
11-01-98,CORINTHIANS,1,0,ITUANO
15-01-98,CORINTHIANS,4,0,SELEÇÃO DA JAMAICA
18-01-98,CORINTHIANS,4,1,CALDENSE
21-01-98,CORINTHIANS,0,1,BOTAFOGO
24-01-98,CORINTHIANS,2,4,PALMEIRAS
29-01-98,CORINTHIANS,0,1,VASCO DA GAMA
04-02-98,CORINTHIANS,1,2,BOTAFOGO
07-02-98,CORINTHIANS,1,2,PALMEIRAS
10-02-98,CORINTHIANS,3,0,ITABAIANA
12-02-98,CORINTHIANS,1,0,VASCO DA GAMA
02-03-98,CORINTHIANS,1,1,PONTE PRETA
08-03-98,CORINTHIANS,1,1,ITUANO
12-03-98,CORINTHIANS,1,0,MOGI MIRIM
15-03-98,CORINTHIANS,1,1,PALMEIRAS
19-03-98,CORINTHIANS,1,1,GUARANI
22-03-98,CORINTHIANS,1,0,UNIÃO SÃO JOÃO
28-03-98,CORINTHIANS,3,2,ITUANO
31-03-98,CORINTHIANS,1,3,CRUZEIRO
02-04-98,CORINTHIANS,5,2,MOGI MIRIM
05-04-98,CORINTHIANS,1,1,PALMEIRAS
08-04-98,CORINTHIANS,3,1,GUARANI
11-04-98,CORINTHIANS,1,1,UNIÃO SÃO JOÃO
18-04-98,CORINTHIANS,1,1,PORTUGUESA
23-04-98,CORINTHIANS,1,1,CRUZEIRO
26-04-98,CORINTHIANS,2,2,PORTUGUESA
03-05-98,CORINTHIANS,2,1,SÃO PAULO
10-05-98,CORINTHIANS,1,3,SÃO PAULO
07-06-98,CORINTHIANS,1,1,UNIÃO BARBARENSE
05-07-98,CORINTHIANS,2,1,UNIÃO SÃO JOÃO
09-07-98,CORINTHIANS,7,1,SELEÇÃO ITAPIRA
11-07-98,CORINTHIANS,8,0,SELEÇÃO POUSO ALEGRE
13-07-98,CORINTHIANS,1,3,MOGI MIRIM
16-07-98,CORINTHIANS,1,1,PALMEIRAS
18-07-98,CORINTHIANS,2,3,BAHIA
25-07-98,CORINTHIANS,1,0,VASCO DA GAMA
30-07-98,CORINTHIANS,2,2,OLIMPIA
02-08-98,CORINTHIANS,4,0,JUVENTUDE
05-08-98,CORINTHIANS,2,1,GRÊMIO
08-08-98,CORINTHIANS,5,1,ATLÉTICO MINEIRO
12-08-98,CORINTHIANS,0,0,CORITIBA
15-08-98,CORINTHIANS,1,0,BOTAFOGO
18-08-98,CORINTHIANS,1,2,RACING
22-08-98,CORINTHIANS,1,1,INTERNACIONAL
25-08-98,CORINTHIANS,3,1,AMÉRICA
29-08-98,CORINTHIANS,3,2,GUARANI
01-09-98,CORINTHIANS,1,1,PEÑAROL
05-09-98,CORINTHIANS,0,1,BRAGANTINO
09-09-98,CORINTHIANS,3,0,PORTUGUESA
12-09-98,CORINTHIANS,2,0,SPORT
15-09-98,CORINTHIANS,1,2,OLIMPIA
19-09-98,CORINTHIANS,5,4,PONTE PRETA
24-09-98,CORINTHIANS,1,2,CRUZEIRO
27-09-98,CORINTHIANS,0,2,SANTOS
30-09-98,CORINTHIANS,0,1,RACING
03-10-98,CORINTHIANS,1,3,PALMEIRAS
07-10-98,CORINTHIANS,2,2,GOIÁS
10-10-98,CORINTHIANS,1,4,FLAMENGO
14-10-98,CORINTHIANS,2,0,PEÑAROL
18-10-98,CORINTHIANS,4,2,ATLÉTICO PARANAENSE
21-10-98,CORINTHIANS,0,0,PARANÁ
24-10-98,CORINTHIANS,2,1,SÃO PAULO
31-10-98,CORINTHIANS,3,2,VITÓRIA
12-11-98,CORINTHIANS,2,1,AMÉRICA
15-11-98,CORINTHIANS,1,0,GRÊMIO
21-11-98,CORINTHIANS,0,2,GRÊMIO
25-11-98,CORINTHIANS,1,0,GRÊMIO
29-11-98,CORINTHIANS,1,2,SANTOS
06-12-98,CORINTHIANS,2,0,SANTOS
09-12-98,CORINTHIANS,1,1,SANTOS
13-12-98,CORINTHIANS,2,2,CRUZEIRO
20-12-98,CORINTHIANS,1,1,CRUZEIRO
23-12-98,CORINTHIANS,2,0,CRUZEIRO
24-01-99,CORINTHIANS,1,6,BOTAFOGO
28-01-99,CORINTHIANS,1,2,SÃO PAULO
31-01-99,CORINTHIANS,0,2,FLAMENGO
03-02-99,CORINTHIANS,1,0,UBIRATAN
07-02-99,CORINTHIANS,0,3,FLAMENGO
10-02-99,CORINTHIANS,1,1,SÃO PAULO
13-02-99,CORINTHIANS,3,2,BOTAFOGO
20-02-99,CORINTHIANS,6,2,UBIRATAN
27-02-99,CORINTHIANS,0,1,PALMEIRAS
06-03-99,CORINTHIANS,4,2,MATONENSE
10-03-99,CORINTHIANS,8,2,CERRO PORTEÑO
14-03-99,CORINTHIANS,0,3,SÃO PAULO
17-03-99,CORINTHIANS,2,1,PALMEIRAS
19-03-99,CORINTHIANS,2,2,TREZE
21-03-99,CORINTHIANS,3,0,RIO BRANCO
24-03-99,CORINTHIANS,0,3,CERRO PORTEÑO
26-03-99,CORINTHIANS,2,1,OLIMPIA
28-03-99,CORINTHIANS,1,3,PALMEIRAS
30-03-99,CORINTHIANS,2,0,INTERNACIONAL LIMEIRA
01-04-99,CORINTHIANS,2,2,TREZE
04-04-99,CORINTHIANS,2,4,PORTUGUESA
09-04-99,CORINTHIANS,4,0,OLIMPIA
11-04-99,CORINTHIANS,1,3,UNIÃO BARBARENSE
14-04-99,CORINTHIANS,1,1,JORGE WILSTERMANN
18-04-99,CORINTHIANS,1,1,GUARANI
21-04-99,CORINTHIANS,5,2,JORGE WILSTERMANN
23-04-99,CORINTHIANS,2,0,PORTUGUESA SANTISTA
25-04-99,CORINTHIANS,2,4,SANTOS
27-04-99,CORINTHIANS,0,2,JUVENTUDE
30-04-99,CORINTHIANS,0,1,JUVENTUDE
02-05-99,CORINTHIANS,1,4,MOGI MIRIM
05-05-99,CORINTHIANS,0,2,PALMEIRAS
07-05-99,CORINTHIANS,3,1,UNIÃO BARBARENSE
09-05-99,CORINTHIANS,2,1,GUARANI
12-05-99,CORINTHIANS,2,0,PALMEIRAS
15-05-99,CORINTHIANS,2,0,PORTUGUESA SANTISTA
23-05-99,CORINTHIANS,5,1,SANTOS
29-05-99,CORINTHIANS,0,0,MOGI MIRIM
06-06-99,CORINTHIANS,4,0,SÃO PAULO
09-06-99,CORINTHIANS,1,1,SÃO PAULO
13-06-99,CORINTHIANS,3,0,PALMEIRAS
20-06-99,CORINTHIANS,2,2,PALMEIRAS
10-07-99,CORINTHIANS,3,0,SELEÇÃO SÃO ROQUE
17-07-99,CORINTHIANS,6,0,SELEÇÃO RIO CLARO
25-07-99,CORINTHIANS,4,2,GAMA
28-07-99,CORINTHIANS,1,2,INDEPENDIENTE
01-08-99,CORINTHIANS,4,1,BOTAFOGO (RIBEIRÃO PRETO)
04-08-99,CORINTHIANS,2,0,GUARANI
10-08-99,CORINTHIANS,3,0,VÉLEZ SARSFIELD
14-08-99,CORINTHIANS,0,2,BOCA JUNIORS
15-08-99,CORINTHIANS,1,1,DEPORTIVO LA CORUÑA
18-08-99,CORINTHIANS,5,1,VITÓRIA
21-08-99,CORINTHIANS,4,2,BOTAFOGO
25-08-99,CORINTHIANS,3,1,JUVENTUDE
27-08-99,CORINTHIANS,0,0,GRÊMIO
29-08-99,CORINTHIANS,1,0,SÃO PAULO
01-09-99,CORINTHIANS,1,2,FLAMENGO
08-09-99,CORINTHIANS,3,1,CRUZEIRO
12-09-99,CORINTHIANS,1,4,PALMEIRAS
16-09-99,CORINTHIANS,4,1,GRÊMIO
22-09-99,CORINTHIANS,2,4,VASCO DA GAMA
25-09-99,CORINTHIANS,0,0,SPORT
28-09-99,CORINTHIANS,0,2,INDEPENDIENTE
02-10-99,CORINTHIANS,1,0,PORTUGUESA
05-10-99,CORINTHIANS,2,0,VÉLEZ SARSFIELD
09-10-99,CORINTHIANS,1,0,PARANÁ
13-10-99,CORINTHIANS,4,1,SANTOS
17-10-99,CORINTHIANS,4,2,INTERNACIONAL
21-10-99,CORINTHIANS,1,2,SAN LORENZO
23-10-99,CORINTHIANS,2,2,ATLÉTICO PARANAENSE
27-10-99,CORINTHIANS,1,2,SAN LORENZO
31-10-99,CORINTHIANS,0,4,ATLÉTICO MINEIRO
03-11-99,CORINTHIANS,3,0,GRÊMIO
07-11-99,CORINTHIANS,1,2,PONTE PRETA
10-11-99,CORINTHIANS,3,2,CORITIBA
14-11-99,CORINTHIANS,0,0,GUARANI
21-11-99,CORINTHIANS,2,0,GUARANI
24-11-99,CORINTHIANS,1,1,GUARANI
28-11-99,CORINTHIANS,3,2,SÃO PAULO
05-12-99,CORINTHIANS,2,1,SÃO PAULO
12-12-99,CORINTHIANS,2,3,ATLÉTICO MINEIRO
19-12-99,CORINTHIANS,2,0,ATLÉTICO MINEIRO
22-12-99,CORINTHIANS,0,0,ATLÉTICO MINEIRO
05-01-00,CORINTHIANS,2,0,RAJA CASABLANCA
07-01-00,CORINTHIANS,2,2,REAL MADRID
10-01-00,CORINTHIANS,2,0,AL NASSR
14-01-00,CORINTHIANS,0,0,VASCO DA GAMA
23-01-00,CORINTHIANS,0,1,FLUMINENSE
27-01-00,CORINTHIANS,2,1,PALMEIRAS
30-01-00,CORINTHIANS,0,1,VASCO DA GAMA
05-02-00,CORINTHIANS,1,0,FLUMINENSE
09-02-00,CORINTHIANS,1,3,PALMEIRAS
13-02-00,CORINTHIANS,1,1,VASCO DA GAMA
16-02-00,CORINTHIANS,0,2,AMÉRICA
03-03-00,CORINTHIANS,6,0,LDU
08-03-00,CORINTHIANS,2,0,INTERNACIONAL LIMEIRA
11-03-00,CORINTHIANS,5,2,MOGI MIRIM
14-03-00,CORINTHIANS,2,2,OLIMPIA
19-03-00,CORINTHIANS,5,1,SANTOS
22-03-00,CORINTHIANS,5,2,PORTUGUESA
25-03-00,CORINTHIANS,3,0,ARAÇATUBA
01-04-00,CORINTHIANS,4,2,PONTE PRETA
05-04-00,CORINTHIANS,2,1,AMÉRICA
08-04-00,CORINTHIANS,0,2,MATONENSE
11-04-00,CORINTHIANS,2,0,LDU
13-04-00,CORINTHIANS,2,0,MATONENSE
16-04-00,CORINTHIANS,0,1,PONTE PRETA
19-04-00,CORINTHIANS,5,4,OLIMPIA
23-04-00,CORINTHIANS,3,0,ARAÇATUBA
30-04-00,CORINTHIANS,2,1,PONTE PRETA
03-05-00,CORINTHIANS,2,3,ROSARIO CENTRAL
07-05-00,CORINTHIANS,2,2,PALMEIRAS
09-05-00,CORINTHIANS,3,2,ROSARIO CENTRAL
11-05-00,CORINTHIANS,1,1,RIO BRANCO
14-05-00,CORINTHIANS,2,2,RIO BRANCO
16-05-00,CORINTHIANS,5,2,PONTE PRETA
18-05-00,CORINTHIANS,1,1,ATLÉTICO MINEIRO
21-05-00,CORINTHIANS,4,2,PALMEIRAS
23-05-00,CORINTHIANS,2,1,ATLÉTICO MINEIRO
25-05-00,CORINTHIANS,0,1,BOTAFOGO
28-05-00,CORINTHIANS,1,2,SÃO PAULO
30-05-00,CORINTHIANS,4,3,PALMEIRAS
01-06-00,CORINTHIANS,1,2,BOTAFOGO
03-06-00,CORINTHIANS,0,2,SÃO PAULO
06-06-00,CORINTHIANS,2,3,PALMEIRAS
22-07-00,CORINTHIANS,2,2,PARIS SAINT GERMAIN
27-07-00,CORINTHIANS,1,3,SÃO CAETANO
30-07-00,CORINTHIANS,0,3,GOIÁS
03-08-00,CORINTHIANS,1,2,NACIONAL
05-08-00,CORINTHIANS,4,2,GAMA
09-08-00,CORINTHIANS,0,3,BOCA JUNIORS
11-08-00,CORINTHIANS,0,1,VASCO DA GAMA
13-08-00,CORINTHIANS,2,0,SANTA CRUZ
16-08-00,CORINTHIANS,1,0,PALMEIRAS
20-08-00,CORINTHIANS,1,1,BOTAFOGO
23-08-00,CORINTHIANS,1,2,OLIMPIA
27-08-00,CORINTHIANS,1,2,GRÊMIO
30-08-00,CORINTHIANS,0,3,SANTOS
07-09-00,CORINTHIANS,1,3,ATLÉTICO MINEIRO
10-09-00,CORINTHIANS,1,1,VITÓRIA
13-09-00,CORINTHIANS,1,1,NACIONAL
17-09-00,CORINTHIANS,1,1,CORITIBA
19-09-00,CORINTHIANS,2,2,BOCA JUNIORS
24-09-00,CORINTHIANS,1,0,PONTE PRETA
28-09-00,CORINTHIANS,2,3,ATLÉTICO PARANAENSE
07-10-00,CORINTHIANS,2,3,PORTUGUESA
11-10-00,CORINTHIANS,1,2,BAHIA
15-10-00,CORINTHIANS,2,3,GUARANI
18-10-00,CORINTHIANS,2,3,OLIMPIA
22-10-00,CORINTHIANS,1,3,FLUMINENSE
25-10-00,CORINTHIANS,1,3,SPORT
01-11-00,CORINTHIANS,0,1,INTERNACIONAL
04-11-00,CORINTHIANS,1,3,CRUZEIRO
09-11-00,CORINTHIANS,1,2,JUVENTUDE
12-11-00,CORINTHIANS,0,0,SÃO PAULO
16-11-00,CORINTHIANS,1,4,FLAMENGO
19-11-00,CORINTHIANS,1,2,AMÉRICA
17-01-01,CORINTHIANS,3,3,BOTAFOGO
21-01-01,CORINTHIANS,3,3,RIO BRANCO
24-01-01,CORINTHIANS,4,3,FLAMENGO
27-01-01,CORINTHIANS,1,3,PONTE PRETA
31-01-01,CORINTHIANS,0,1,VASCO DA GAMA
03-02-01,CORINTHIANS,1,2,PORTUGUESA SANTISTA
