DATA,CORINTHIANS,PLACARCOR,PLACARADV,ADVERSÁRIO
19-10-74,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
27-10-74,CORINTHIANS,0,1,NOROESTE
30-10-74,CORINTHIANS,2,2,ARAÇATUBA
03-11-74,CORINTHIANS,1,1,PORTUGUESA
09-11-74,CORINTHIANS,1,0,SAAD
17-11-74,CORINTHIANS,1,0,SANTOS
24-11-74,CORINTHIANS,1,0,PONTE PRETA
27-11-74,CORINTHIANS,4,0,FRANCANA
01-12-74,CORINTHIANS,0,3,SÃO PAULO
04-12-74,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
08-12-74,CORINTHIANS,0,1,COMERCIAL (RIBEIRÃO PRETO)
12-12-74,CORINTHIANS,1,1,GUARANI
15-12-74,CORINTHIANS,1,4,PALMEIRAS
18-12-74,CORINTHIANS,1,1,PALMEIRAS
22-12-74,CORINTHIANS,0,1,PALMEIRAS
19-01-75,CORINTHIANS,2,1,SÃO BENTO (SOROCABA)
22-01-75,CORINTHIANS,1,1,COMERCIAL (RIBEIRÃO PRETO)
26-01-75,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
01-02-75,CORINTHIANS,1,0,SAN LORENZO
02-02-75,CORINTHIANS,2,2,SÃO PAULO
08-02-75,CORINTHIANS,1,4,FLUMINENSE
15-02-75,CORINTHIANS,1,0,ARAÇATUBA
20-02-75,CORINTHIANS,0,2,SANTOS
23-02-75,CORINTHIANS,0,0,PALMEIRAS
26-02-75,CORINTHIANS,0,3,PORTUGUESA
02-03-75,CORINTHIANS,1,1,XV DE PIRACICABA
06-03-75,CORINTHIANS,1,2,FLUMINENSE
09-03-75,CORINTHIANS,1,1,MARÍLIA
12-03-75,CORINTHIANS,4,1,SAAD
16-03-75,CORINTHIANS,0,0,PAULISTA
19-03-75,CORINTHIANS,1,0,NOROESTE
22-03-75,CORINTHIANS,2,1,COMERCIAL (RIBEIRÃO PRETO)
29-03-75,CORINTHIANS,0,2,SÃO PAULO
06-04-75,CORINTHIANS,3,0,FERROVIÁRIA (ARARAQUARA)
10-04-75,CORINTHIANS,2,0,PORTUGUESA
13-04-75,CORINTHIANS,3,2,BOTAFOGO (RIBEIRÃO PRETO)
20-04-75,CORINTHIANS,0,0,SANTOS
23-04-75,CORINTHIANS,2,1,PONTE PRETA
27-04-75,CORINTHIANS,0,0,GUARANI
30-04-75,CORINTHIANS,3,0,JUVENTUS
03-05-75,CORINTHIANS,2,0,AMÉRICA (RIO PRETO)
06-05-75,CORINTHIANS,3,0,PRESIDENTE PRUDENTE
11-05-75,CORINTHIANS,1,2,PALMEIRAS
14-05-75,CORINTHIANS,1,0,MIXTO
18-05-75,CORINTHIANS,2,1,PORTUGUESA
21-05-75,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
24-05-75,CORINTHIANS,3,1,PORTUGUESA SANTISTA
29-05-75,CORINTHIANS,4,1,BOTAFOGO (RIBEIRÃO PRETO)
01-06-75,CORINTHIANS,0,1,COMERCIAL (RIBEIRÃO PRETO)
04-06-75,CORINTHIANS,1,1,SÃO BENTO (SOROCABA)
08-06-75,CORINTHIANS,1,2,NOROESTE
11-06-75,CORINTHIANS,4,1,PAULISTA
15-06-75,CORINTHIANS,2,0,PALMEIRAS
24-06-75,CORINTHIANS,2,0,VELO CLUB
29-06-75,CORINTHIANS,0,0,PORTUGUESA SANTISTA
06-07-75,CORINTHIANS,1,5,PORTUGUESA
09-07-75,CORINTHIANS,2,0,ESPORTIVA DE GUARATINGUETÁ
13-07-75,CORINTHIANS,1,0,SANTOS
19-07-75,CORINTHIANS,2,0,MARÍLIA
26-07-75,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
31-07-75,CORINTHIANS,0,2,SANTOS
03-08-75,CORINTHIANS,1,1,PORTUGUESA
07-08-75,CORINTHIANS,2,1,PALMEIRAS
10-08-75,CORINTHIANS,1,2,SÃO PAULO
20-08-75,CORINTHIANS,1,0,AMÉRICA
24-08-75,CORINTHIANS,0,0,ATLÉTICO MINEIRO
31-08-75,CORINTHIANS,1,0,FORTALEZA
07-09-75,CORINTHIANS,1,1,BOTAFOGO
14-09-75,CORINTHIANS,2,0,CORITIBA
21-09-75,CORINTHIANS,1,1,PALMEIRAS
24-09-75,CORINTHIANS,1,0,COMERCIAL
27-09-75,CORINTHIANS,0,0,RIO NEGRO
02-10-75,CORINTHIANS,0,1,REMO
05-10-75,CORINTHIANS,3,0,MOTO CLUBE
09-10-75,CORINTHIANS,0,0,SPORT
12-10-75,CORINTHIANS,0,1,SANTA CRUZ
15-10-75,CORINTHIANS,0,0,FIGUEIRENSE
19-10-75,CORINTHIANS,1,0,SÃO PAULO
23-10-75,CORINTHIANS,0,1,FLAMENGO
26-10-75,CORINTHIANS,1,1,INTERNACIONAL
29-10-75,CORINTHIANS,4,1,AMÉRICA
01-11-75,CORINTHIANS,3,2,GRÊMIO
06-11-75,CORINTHIANS,0,0,GOIÁS
09-11-75,CORINTHIANS,1,0,VASCO DA GAMA
13-11-75,CORINTHIANS,3,2,BOTAFOGO
16-11-75,CORINTHIANS,0,0,FLUMINENSE
20-11-75,CORINTHIANS,1,0,NACIONAL
23-11-75,CORINTHIANS,0,2,CRUZEIRO
27-11-75,CORINTHIANS,1,2,AMÉRICA
30-11-75,CORINTHIANS,1,0,PALMEIRAS
03-12-75,CORINTHIANS,3,2,GUARANI
11-12-75,CORINTHIANS,0,0,PAULISTA
13-12-75,CORINTHIANS,2,0,GRÊMIO
18-01-76,CORINTHIANS,1,0,OPERÁRIO
21-01-76,CORINTHIANS,1,1,PALMEIRAS
23-01-76,CORINTHIANS,4,1,TAUBATÉ
30-01-76,CORINTHIANS,0,1,INTERNACIONAL
01-02-76,CORINTHIANS,1,1,FLAMENGO
05-02-76,CORINTHIANS,0,2,SÃO PAULO
08-02-76,CORINTHIANS,0,1,SANTOS
11-02-76,CORINTHIANS,0,0,GUARANI
15-02-76,CORINTHIANS,2,0,PORTUGUESA
18-02-76,CORINTHIANS,1,1,INDEPENDÊNCIA (OSASCO)
22-02-76,CORINTHIANS,4,0,MARÍLIA
24-02-76,CORINTHIANS,2,0,MADRUGADA
28-02-76,CORINTHIANS,3,0,AMÉRICA (RIO PRETO)
04-03-76,CORINTHIANS,0,2,VASCO DA GAMA
07-03-76,CORINTHIANS,3,2,SÃO PAULO
14-03-76,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
18-03-76,CORINTHIANS,0,1,CORITIBA
21-03-76,CORINTHIANS,1,0,PAULISTA
28-03-76,CORINTHIANS,2,0,COMERCIAL (RIBEIRÃO PRETO)
31-03-76,CORINTHIANS,2,1,CORITIBA
04-04-76,CORINTHIANS,4,1,JUVENTUS
11-04-76,CORINTHIANS,0,2,NOROESTE
14-04-76,CORINTHIANS,0,1,LONDRINA (EC)
17-04-76,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
21-04-76,CORINTHIANS,1,0,PONTE PRETA
25-04-76,CORINTHIANS,3,0,PORTUGUESA
02-05-76,CORINTHIANS,0,1,GUARANI
05-05-76,CORINTHIANS,0,0,ATLÉTICO MINEIRO
09-05-76,CORINTHIANS,3,0,PATO BRANCO
12-05-76,CORINTHIANS,3,0,COMBINADO DE CUIABÁ
16-05-76,CORINTHIANS,0,1,SÃO BENTO (SOROCABA)
23-05-76,CORINTHIANS,1,2,SÃO PAULO
30-05-76,CORINTHIANS,2,1,ESPORTIVA DE GUARATINGUETÁ
06-06-76,CORINTHIANS,1,1,JUVENTUS
13-06-76,CORINTHIANS,0,0,SANTOS
20-06-76,CORINTHIANS,1,1,PALMEIRAS
26-06-76,CORINTHIANS,4,0,PORTUGUESA SANTISTA
04-07-76,CORINTHIANS,3,1,XV DE PIRACICABA
11-07-76,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
14-07-76,CORINTHIANS,0,0,XV DE PIRACICABA
18-07-76,CORINTHIANS,1,2,PORTUGUESA
21-07-76,CORINTHIANS,0,1,AMÉRICA (RIO PRETO)
25-07-76,CORINTHIANS,2,1,PONTE PRETA
29-07-76,CORINTHIANS,0,1,FERROVIÁRIA (ARARAQUARA)
01-08-76,CORINTHIANS,0,2,NOROESTE
05-08-76,CORINTHIANS,0,3,BOTAFOGO (RIBEIRÃO PRETO)
08-08-76,CORINTHIANS,1,0,SÃO PAULO
14-08-76,CORINTHIANS,1,1,GUARANI
22-08-76,CORINTHIANS,1,2,PALMEIRAS
25-08-76,CORINTHIANS,1,1,LONDRINA (EC)
29-08-76,CORINTHIANS,2,1,FORTALEZA
01-09-76,CORINTHIANS,1,1,PONTE PRETA
05-09-76,CORINTHIANS,2,0,FLUMINENSE
12-09-76,CORINTHIANS,0,1,GUARANI
16-09-76,CORINTHIANS,2,1,RIO NEGRO
19-09-76,CORINTHIANS,0,0,PAYSANDU
22-09-76,CORINTHIANS,2,0,CEARÁ
25-09-76,CORINTHIANS,2,0,NACIONAL
30-09-76,CORINTHIANS,3,0,REMO
10-10-76,CORINTHIANS,0,3,GRÊMIO
13-10-76,CORINTHIANS,1,0,CORITIBA
16-10-76,CORINTHIANS,1,2,BOTAFOGO
20-10-76,CORINTHIANS,3,1,OPERÁRIO
24-10-76,CORINTHIANS,1,0,SPORT
31-10-76,CORINTHIANS,0,0,PORTUGUESA
03-11-76,CORINTHIANS,0,1,CORITIBA
07-11-76,CORINTHIANS,0,0,PALMEIRAS
11-11-76,CORINTHIANS,2,1,BOTAFOGO (RIBEIRÃO PRETO)
14-11-76,CORINTHIANS,4,1,CAXIAS
18-11-76,CORINTHIANS,2,0,PONTE PRETA
21-11-76,CORINTHIANS,2,1,INTERNACIONAL
28-11-76,CORINTHIANS,2,1,SANTA CRUZ
05-12-76,CORINTHIANS,1,1,FLUMINENSE
12-12-76,CORINTHIANS,0,2,INTERNACIONAL
23-01-77,CORINTHIANS,2,3,GRÊMIO MARINGÁ
30-01-77,CORINTHIANS,3,2,INTERNACIONAL LIMEIRA
02-02-77,CORINTHIANS,1,3,FRANCANA
06-02-77,CORINTHIANS,3,0,SÃO JOSÉ (SJ EC)
09-02-77,CORINTHIANS,2,0,PORTUGUESA SANTISTA
13-02-77,CORINTHIANS,0,4,PONTE PRETA
16-02-77,CORINTHIANS,3,0,COMERCIAL (RIBEIRÃO PRETO)
19-02-77,CORINTHIANS,2,0,PAULISTA
24-02-77,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
27-02-77,CORINTHIANS,2,0,MARÍLIA
02-03-77,CORINTHIANS,0,1,JUVENTUS
06-03-77,CORINTHIANS,2,2,BOTAFOGO (RIBEIRÃO PRETO)
10-03-77,CORINTHIANS,2,0,PORTUGUESA
13-03-77,CORINTHIANS,0,1,NOROESTE
20-03-77,CORINTHIANS,1,1,SANTOS
23-03-77,CORINTHIANS,0,0,SÃO BENTO (SOROCABA)
27-03-77,CORINTHIANS,0,3,GUARANI
03-04-77,CORINTHIANS,1,1,INTERNACIONAL
10-04-77,CORINTHIANS,1,2,EL NACIONAL
13-04-77,CORINTHIANS,1,2,DEPORTIVO CUENCA
17-04-77,CORINTHIANS,1,0,SÃO PAULO
20-04-77,CORINTHIANS,3,1,XV DE PIRACICABA
24-04-77,CORINTHIANS,0,1,INTERNACIONAL
27-04-77,CORINTHIANS,3,0,AMÉRICA (RIO PRETO)
30-04-77,CORINTHIANS,3,0,EL NACIONAL
04-05-77,CORINTHIANS,4,0,DEPORTIVO CUENCA
08-05-77,CORINTHIANS,0,0,PALMEIRAS
11-05-77,CORINTHIANS,4,0,XV DE JAÚ
19-05-77,CORINTHIANS,2,2,SAAD
22-05-77,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
25-05-77,CORINTHIANS,5,1,NOROESTE
29-05-77,CORINTHIANS,4,0,SANTOS
02-06-77,CORINTHIANS,1,1,ALIANÇA
05-06-77,CORINTHIANS,0,3,XV DE JAÚ
09-06-77,CORINTHIANS,2,0,BOTAFOGO (RIBEIRÃO PRETO)
12-06-77,CORINTHIANS,1,2,GUARANI
19-06-77,CORINTHIANS,1,0,PORTUGUESA SANTISTA
26-06-77,CORINTHIANS,1,0,COMERCIAL (RIBEIRÃO PRETO)
02-07-77,CORINTHIANS,4,0,PAULISTA
10-07-77,CORINTHIANS,0,1,PORTUGUESA
17-07-77,CORINTHIANS,1,0,JUVENTUS
24-07-77,CORINTHIANS,2,4,PALMEIRAS
27-07-77,CORINTHIANS,1,0,MARÍLIA
31-07-77,CORINTHIANS,2,1,AMÉRICA (RIO PRETO)
04-08-77,CORINTHIANS,2,2,SANTOS
07-08-77,CORINTHIANS,2,0,PALMEIRAS
10-08-77,CORINTHIANS,3,2,XV DE PIRACICABA
13-08-77,CORINTHIANS,3,1,FERROVIÁRIA (ARARAQUARA)
21-08-77,CORINTHIANS,1,0,SÃO PAULO
25-08-77,CORINTHIANS,1,2,PONTE PRETA
28-08-77,CORINTHIANS,2,1,SÃO PAULO
31-08-77,CORINTHIANS,1,0,PALMEIRAS
04-09-77,CORINTHIANS,2,2,SANTOS
11-09-77,CORINTHIANS,0,1,PONTE PRETA
18-09-77,CORINTHIANS,2,0,PALMEIRAS
21-09-77,CORINTHIANS,0,1,GUARANI
25-09-77,CORINTHIANS,1,0,BOTAFOGO (RIBEIRÃO PRETO)
29-09-77,CORINTHIANS,1,0,PORTUGUESA
02-10-77,CORINTHIANS,2,1,SÃO PAULO
05-10-77,CORINTHIANS,1,0,PONTE PRETA
09-10-77,CORINTHIANS,1,2,PONTE PRETA
13-10-77,CORINTHIANS,1,0,PONTE PRETA
16-10-77,CORINTHIANS,0,0,SAMPAIO CORRÊA
19-10-77,CORINTHIANS,2,2,RIVER
23-10-77,CORINTHIANS,1,0,GUARANI
30-10-77,CORINTHIANS,1,2,PONTE PRETA
02-11-77,CORINTHIANS,3,0,FLAMENGO
05-11-77,CORINTHIANS,1,0,ABC
10-11-77,CORINTHIANS,3,0,FORTALEZA
13-11-77,CORINTHIANS,0,1,CEARÁ
16-11-77,CORINTHIANS,0,0,AMÉRICA
20-11-77,CORINTHIANS,2,0,PORTUGUESA
24-11-77,CORINTHIANS,2,1,TAUBATÉ
04-12-77,CORINTHIANS,2,0,SÃO PAULO
10-12-77,CORINTHIANS,5,0,BRASÍLIA
15-12-77,CORINTHIANS,0,0,AMÉRICA
18-12-77,CORINTHIANS,1,0,INTERNACIONAL
29-01-78,CORINTHIANS,1,1,SANTOS
01-02-78,CORINTHIANS,1,0,CAXIAS
12-02-78,CORINTHIANS,0,0,VASCO DA GAMA
15-02-78,CORINTHIANS,0,1,LONDRINA (EC)
19-02-78,CORINTHIANS,1,0,FLAMENGO
12-03-78,CORINTHIANS,1,1,UBERLÂNDIA
26-03-78,CORINTHIANS,0,0,ANAPOLINA
29-03-78,CORINTHIANS,1,0,BRASÍLIA
02-04-78,CORINTHIANS,0,0,GOIÁS
08-04-78,CORINTHIANS,0,0,SANTOS
16-04-78,CORINTHIANS,1,0,DESPORTIVA
23-04-78,CORINTHIANS,4,0,DOM BOSCO
29-04-78,CORINTHIANS,2,0,COMERCIAL
04-05-78,CORINTHIANS,4,1,RIO BRANCO
07-05-78,CORINTHIANS,0,0,OPERÁRIO
10-05-78,CORINTHIANS,0,0,MIXTO
14-05-78,CORINTHIANS,3,0,VILA NOVA
21-05-78,CORINTHIANS,1,1,FLAMENGO
24-05-78,CORINTHIANS,1,0,BOTAFOGO (RIBEIRÃO PRETO)
28-05-78,CORINTHIANS,0,1,AMÉRICA
07-06-78,CORINTHIANS,1,0,COMERCIAL (RIBEIRÃO PRETO)
10-06-78,CORINTHIANS,1,2,BOTAFOGO
17-06-78,CORINTHIANS,2,0,JUVENTUDE
20-06-78,CORINTHIANS,1,0,OPERÁRIO
24-06-78,CORINTHIANS,0,3,SPORT
01-07-78,CORINTHIANS,0,1,BAHIA
05-07-78,CORINTHIANS,2,1,GRÊMIO MARINGÁ
08-07-78,CORINTHIANS,0,0,CAXIAS
13-07-78,CORINTHIANS,1,0,AMERICANO
16-07-78,CORINTHIANS,1,3,VASCO DA GAMA
20-07-78,CORINTHIANS,2,2,VITÓRIA
23-07-78,CORINTHIANS,1,1,CRUZEIRO
06-08-78,CORINTHIANS,1,1,SÃO JOSÉ (SJ EC)
20-08-78,CORINTHIANS,1,1,SANTOS
26-08-78,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
30-08-78,CORINTHIANS,1,0,XV DE JAÚ
07-09-78,CORINTHIANS,1,0,FRANCANA
10-09-78,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
14-09-78,CORINTHIANS,2,1,PAULISTA
17-09-78,CORINTHIANS,0,2,PONTE PRETA
21-09-78,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
24-09-78,CORINTHIANS,0,2,PALMEIRAS
27-09-78,CORINTHIANS,0,0,PORTUGUESA SANTISTA
30-09-78,CORINTHIANS,1,1,GUARANI
04-10-78,CORINTHIANS,1,1,COMERCIAL (RIBEIRÃO PRETO)
08-10-78,CORINTHIANS,1,1,PORTUGUESA
12-10-78,CORINTHIANS,2,1,JUVENTUS
15-10-78,CORINTHIANS,2,2,MARÍLIA
22-10-78,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
26-10-78,CORINTHIANS,2,1,NOROESTE
29-10-78,CORINTHIANS,4,3,XV DE PIRACICABA
05-11-78,CORINTHIANS,1,1,SÃO PAULO
12-11-78,CORINTHIANS,3,0,PALMEIRAS
19-11-78,CORINTHIANS,3,2,GUARANI
26-11-78,CORINTHIANS,1,0,SANTOS
29-11-78,CORINTHIANS,2,3,MARÍLIA
03-12-78,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
06-12-78,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
10-12-78,CORINTHIANS,0,0,SÃO PAULO
13-12-78,CORINTHIANS,0,1,XV DE JAÚ
17-12-78,CORINTHIANS,2,3,FERROVIÁRIA (ARARAQUARA)
28-01-79,CORINTHIANS,2,1,JUVENTUS
31-01-79,CORINTHIANS,1,1,JOINVILLE
04-02-79,CORINTHIANS,2,0,PAULISTA
07-02-79,CORINTHIANS,2,2,XV DE PIRACICABA
11-02-79,CORINTHIANS,2,1,SANTOS
18-02-79,CORINTHIANS,0,0,PALMEIRAS
24-02-79,CORINTHIANS,1,1,NOROESTE
04-03-79,CORINTHIANS,1,1,COMERCIAL (RIBEIRÃO PRETO)
07-03-79,CORINTHIANS,4,1,OPERÁRIO
10-03-79,CORINTHIANS,2,1,SÃO BENTO (SOROCABA)
16-03-79,CORINTHIANS,0,2,FLAMENGO
18-03-79,CORINTHIANS,2,0,PORTUGUESA
21-03-79,CORINTHIANS,0,0,PONTE PRETA
25-03-79,CORINTHIANS,4,0,FRANCANA
28-03-79,CORINTHIANS,2,1,PORTUGUESA SANTISTA
01-04-79,CORINTHIANS,0,4,GUARANI
14-04-79,CORINTHIANS,1,0,SÃO JOSÉ (SJ EC)
22-04-79,CORINTHIANS,0,1,JUVENTUS
29-04-79,CORINTHIANS,2,0,PORTUGUESA
05-05-79,CORINTHIANS,2,2,SÃO PAULO
10-05-79,CORINTHIANS,2,3,JUVENTUS
13-05-79,CORINTHIANS,3,1,PONTE PRETA
20-05-79,CORINTHIANS,0,2,PALMEIRAS
27-05-79,CORINTHIANS,3,2,FRANCANA
03-06-79,CORINTHIANS,1,2,SANTO ANDRÉ
05-06-79,CORINTHIANS,3,1,BOTAFOGO (RIBEIRÃO PRETO)
10-06-79,CORINTHIANS,1,0,SANTOS
14-06-79,CORINTHIANS,0,0,GUARANI
24-06-79,CORINTHIANS,6,2,SÃOCARLENSE
01-07-79,CORINTHIANS,2,2,FERROVIÁRIA (ARARAQUARA)
05-07-79,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
08-07-79,CORINTHIANS,2,0,MARÍLIA
11-07-79,CORINTHIANS,0,0,INTERNACIONAL LIMEIRA
15-07-79,CORINTHIANS,1,0,SANTOS
18-07-79,CORINTHIANS,3,0,VELO CLUB
22-07-79,CORINTHIANS,1,3,BOTAFOGO (RIBEIRÃO PRETO)
25-07-79,CORINTHIANS,1,1,NOROESTE
29-07-79,CORINTHIANS,5,0,JUVENTUS
01-08-79,CORINTHIANS,2,0,XV DE PIRACICABA
05-08-79,CORINTHIANS,0,3,PONTE PRETA
08-08-79,CORINTHIANS,0,0,PORTUGUESA
12-08-79,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
15-08-79,CORINTHIANS,0,0,COMERCIAL (RIBEIRÃO PRETO)
19-08-79,CORINTHIANS,1,3,PALMEIRAS
23-08-79,CORINTHIANS,0,1,FRANCANA
26-08-79,CORINTHIANS,2,0,SÃO PAULO
29-08-79,CORINTHIANS,3,3,GUARANI
02-09-79,CORINTHIANS,1,0,XV DE JAÚ
04-09-79,CORINTHIANS,3,0,CALDENSE
06-09-79,CORINTHIANS,3,0,FERROVIÁRIA (ARARAQUARA)
09-09-79,CORINTHIANS,2,0,PORTUGUESA
12-09-79,CORINTHIANS,2,1,XV DE PIRACICABA
16-09-79,CORINTHIANS,1,1,SÃO PAULO
20-09-79,CORINTHIANS,0,0,VELO CLUB
23-09-79,CORINTHIANS,0,0,SANTOS
26-09-79,CORINTHIANS,0,1,COMERCIAL (RIBEIRÃO PRETO)
29-09-79,CORINTHIANS,2,1,BOTAFOGO (RIBEIRÃO PRETO)
02-10-79,CORINTHIANS,0,0,FRANCANA
06-10-79,CORINTHIANS,2,1,XV DE JAÚ
09-10-79,CORINTHIANS,1,0,JUVENTUS
11-10-79,CORINTHIANS,0,0,GUARANI
14-10-79,CORINTHIANS,1,1,SÃO BENTO (SOROCABA)
18-10-79,CORINTHIANS,1,1,PONTE PRETA
21-10-79,CORINTHIANS,1,1,PALMEIRAS
24-10-79,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
28-10-79,CORINTHIANS,1,1,NOROESTE
01-11-79,CORINTHIANS,3,0,MARÍLIA
04-11-79,CORINTHIANS,1,2,INTERNACIONAL LIMEIRA
07-11-79,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
15-11-79,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
18-11-79,CORINTHIANS,2,0,BOTAFOGO (RIBEIRÃO PRETO)
21-11-79,CORINTHIANS,2,1,SÃO PAULO
09-12-79,CORINTHIANS,3,2,LONDRINA (EC)
27-01-80,CORINTHIANS,1,1,PALMEIRAS
30-01-80,CORINTHIANS,1,0,PALMEIRAS
03-02-80,CORINTHIANS,1,0,PONTE PRETA
06-02-80,CORINTHIANS,0,0,PONTE PRETA
10-02-80,CORINTHIANS,2,0,PONTE PRETA
23-02-80,CORINTHIANS,3,2,JOINVILLE
27-02-80,CORINTHIANS,3,2,BAHIA
02-03-80,CORINTHIANS,2,0,BOTAFOGO
05-03-80,CORINTHIANS,1,0,OPERÁRIO
09-03-80,CORINTHIANS,0,0,PORTUGUESA
16-03-80,CORINTHIANS,3,1,CRUZEIRO
19-03-80,CORINTHIANS,0,1,REMO
23-03-80,CORINTHIANS,2,1,CRB
26-03-80,CORINTHIANS,1,2,ATLÉTICO MINEIRO
30-03-80,CORINTHIANS,4,1,COLORADO
06-04-80,CORINTHIANS,1,1,VASCO DA GAMA
13-04-80,CORINTHIANS,2,1,NÁUTICO
21-04-80,CORINTHIANS,6,2,VITÓRIA
26-04-80,CORINTHIANS,5,0,VITÓRIA
04-05-80,CORINTHIANS,2,5,VASCO DA GAMA
07-05-80,CORINTHIANS,3,0,NÁUTICO
11-05-80,CORINTHIANS,0,1,CORITIBA
14-05-80,CORINTHIANS,5,0,GRÊMIO
17-05-80,CORINTHIANS,1,1,BOTAFOGO
22-05-80,CORINTHIANS,1,1,BOTAFOGO (RIBEIRÃO PRETO)
25-05-80,CORINTHIANS,1,2,XV DE PIRACICABA
29-05-80,CORINTHIANS,1,0,AMÉRICA (RIO PRETO)
01-06-80,CORINTHIANS,4,2,COMERCIAL (RIBEIRÃO PRETO)
04-06-80,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
07-06-80,CORINTHIANS,0,0,JUVENTUS
11-06-80,CORINTHIANS,1,1,TAUBATÉ
15-06-80,CORINTHIANS,0,0,NOROESTE
18-06-80,CORINTHIANS,0,0,FRANCANA
21-06-80,CORINTHIANS,1,1,MARÍLIA
25-06-80,CORINTHIANS,0,0,INTERNACIONAL LIMEIRA
29-06-80,CORINTHIANS,2,1,XV DE JAÚ
03-07-80,CORINTHIANS,1,0,PONTE PRETA
06-07-80,CORINTHIANS,1,1,SANTOS
09-07-80,CORINTHIANS,0,0,PORTUGUESA
13-07-80,CORINTHIANS,0,1,SÃO PAULO
16-07-80,CORINTHIANS,2,0,GUARANI
20-07-80,CORINTHIANS,0,1,PALMEIRAS
23-07-80,CORINTHIANS,1,0,FERROVIÁRIA (ARARAQUARA)
10-08-80,CORINTHIANS,0,4,SÃO PAULO
14-08-80,CORINTHIANS,1,3,INTERNACIONAL LIMEIRA
17-08-80,CORINTHIANS,2,1,BOTAFOGO (RIBEIRÃO PRETO)
24-08-80,CORINTHIANS,2,1,AMÉRICA (RIO PRETO)
31-08-80,CORINTHIANS,3,0,MARÍLIA
04-09-80,CORINTHIANS,3,0,XV DE JAÚ
07-09-80,CORINTHIANS,2,1,PALMEIRAS
13-09-80,CORINTHIANS,4,0,GUARANI
17-09-80,CORINTHIANS,0,1,COMERCIAL (RIBEIRÃO PRETO)
21-09-80,CORINTHIANS,1,0,XV DE PIRACICABA
28-09-80,CORINTHIANS,2,1,SÃO BENTO (SOROCABA)
01-10-80,CORINTHIANS,1,1,FRANCANA
05-10-80,CORINTHIANS,3,0,SANTOS
09-10-80,CORINTHIANS,1,0,FERROVIÁRIA (ARARAQUARA)
12-10-80,CORINTHIANS,1,1,PONTE PRETA
15-10-80,CORINTHIANS,1,1,JUVENTUS
18-10-80,CORINTHIANS,0,1,PORTUGUESA
22-10-80,CORINTHIANS,2,1,NOROESTE
26-10-80,CORINTHIANS,1,1,TAUBATÉ
03-11-80,CORINTHIANS,1,1,PONTE PRETA
06-11-80,CORINTHIANS,0,3,PONTE PRETA
21-11-80,CORINTHIANS,1,0,ARGENTINOS JUNIORS
23-11-80,CORINTHIANS,4,0,COMBINADO FLA/MOTO
13-01-81,CORINTHIANS,0,1,SPORTING
15-01-81,CORINTHIANS,4,2,FLUMINENSE
18-01-81,CORINTHIANS,2,0,GALÍCIA
21-01-81,CORINTHIANS,1,0,BRASÍLIA
25-01-81,CORINTHIANS,1,3,BOTAFOGO
28-01-81,CORINTHIANS,2,2,DESPORTIVA
31-01-81,CORINTHIANS,0,1,GRÊMIO
07-02-81,CORINTHIANS,0,1,PORTUGUESA
11-02-81,CORINTHIANS,1,1,GOIÁS
15-02-81,CORINTHIANS,1,0,OPERÁRIO
19-02-81,CORINTHIANS,2,0,PINHEIROS
08-03-81,CORINTHIANS,0,3,BAHIA
12-03-81,CORINTHIANS,1,4,SANTA CRUZ
15-03-81,CORINTHIANS,1,2,PONTE PRETA
21-03-81,CORINTHIANS,0,1,BAHIA
28-03-81,CORINTHIANS,0,2,SANTA CRUZ
05-04-81,CORINTHIANS,2,2,PONTE PRETA
29-04-81,CORINTHIANS,1,1,SÃO JOSÉ (SJ EC)
02-05-81,CORINTHIANS,1,1,TAUBATÉ
06-05-81,CORINTHIANS,2,2,FRANCANA
10-05-81,CORINTHIANS,0,0,COMERCIAL (RIBEIRÃO PRETO)
13-05-81,CORINTHIANS,2,1,JUVENTUS
16-05-81,CORINTHIANS,2,2,INTERNACIONAL LIMEIRA
21-05-81,CORINTHIANS,0,1,PORTUGUESA
24-05-81,CORINTHIANS,1,1,PONTE PRETA
